,№ п/п,KKS-код параметра,Наименование параметра,Наименование сигнала,Вид сигнала,min,max,Ед. изм.,Участие в задачах,Примечание
258,259,F0GKB20СТ101,Температура Т3 в систему ГВС АБК котельной,,,,,,,
259,260,F0GKB10СТ101,Температура В1 от насосной станции,,,,,,,
260,261,F3NDF10AA001,Температура после охладителя выпара,,"4-20мА, линейный",-50,200,°C,,
261,262,F0GCN01СL001,Уровень воды бака раствора щелочи,,,,,,АР,
262,263,F0GCN01СL002,Уровень воды бака раствора щелочи,,,,,,,
263,264,F0SAH10СT101,Температура внутреннего контура теплосети,,,,,,,
264,265,F0SAH11СT101,Температура внешнего контура теплосети,,,,,,,
265,266,F0SAH20СP001,Давление подпитки теплосети,,,,,,,
266,267,F0SAH21СP001,Давление реуиркуляции теплосети,,,,,,,
267,1,F0GAF03AA801,"Задание для ЧРП НСВ №1,2",,"RS485, Modbus RTU",,,,"АР,ДУ",
268,2,F0GAF03AA801,"Задание для ЧРП НРВ №1,2",,"RS485, Modbus RTU",,,,"АР,ДУ",
269,3,F0CUB03DP001,Задание для ЧРП ППН-1…3,,,,,,"АР,ДУ",
270,4,F0CUB01GU001,Задание для ЧРП котловых насосов №1…4,,"RS485, Modbus RTU",,,,"АР,ДУ",
271,5,F0CUB05DP001,"Задание для ЧРП ППНК-1,2",,,,,,"АР,ДУ",
272,1,F0GAF03AA801,"Датчик ""сухого хода"" на напоре НСВ-1 (К5.1)",,сработал,,,,ФГУ,замыкается при понижении
273,2,F0GAF03AA801,"Датчик ""сухого хода"" на напоре НСВ-2 (К5.2)",,сработал,,,,ФГУ,замыкается при понижении
274,3,F0CUB01GU001,Регулирующий клапан РТ-1 на трубопроводе байпаса насосов НСВ,,Не открыто,,,,"АР,ДУ",
275,4,F0CUB01GU001,Регулирующий клапан РТ-1 на трубопроводе байпаса насосов НСВ,,Не закрыто,,,,"АР,ДУ",
276,5,F0GAC01AA801YC01,Регулирующий клапан РТ-1 на трубопроводе байпаса насосов НСВ,,превышение момента,,,,ДУ,
277,6,F0GAC01AA801,Регулирующий клапан РТ-1 на трубопроводе байпаса насосов НСВ,,Неисправность,,,,ДУ,
278,7,F0GAC01AA802,Регулирующий клапан РТ-1 на трубопроводе байпаса насосов НСВ,,Готовность,,,,ДУ,
279,8,F0GAC01AA802,Регулирующий клапан РТ-1 на трубопроводе байпаса насосов НСВ,,Автоматический выключатель отключен,,,,ПС,
280,9,F0GBJ01AA801,Регулятор производительности ХВО РД-3,,Открыто,,,,"АР,ДУ",
281,10,F0GBJ01AA801,Регулятор производительности ХВО РД-3,,Закрыто,,,,"АР,ДУ",
282,11,F0GAD12AA801,Регулятор производительности ХВО РД-3,,Автоматический выключатель отключен,,,,ПС,
283,12,F0GAD12AA801,Регулятор температуры сырой воды РТ-4,,Открыто,,,,"АР,ДУ",
284,13,F0GAD16AA801,Регулятор температуры сырой воды РТ-4,,Закрыто,,,,"АР,ДУ",
285,14,F0GAD16AA801,Регулятор температуры сырой воды РТ-4,,Автоматический выключатель отключен,,,,ПС,
286,15,F0GAD17AA801,Регулятор температуры умягченной воды РТ-71,,Открыто,,,,"АР,ДУ",
287,16,F0GAD17AA801,Регулятор температуры умягченной воды РТ-71,,Закрыто,,,,"АР,ДУ",
288,17,F0CUB02GU001,Регулятор температуры умягченной воды РТ-71,,Автоматический выключатель отключен,,,,ПС,
289,18,F0CUB02GU001,Сигнализация начала/окончания процесса регенирации Фильтр К9.2.1,,,,,,ПС,
290,19,F0GDH11AA001,Сигнализация начала/окончания процесса регенирации Фильтр К9.2.2,,,,,,ПС,
291,20,F0GDH11AA001,"Датчик ""сухого хода"" на напоре НРВ-1 (К10.5.1)",,сработал,,,,ФГУ,замыкается при понижении
292,21,F0GDH11AA001,"Датчик ""сухого хода"" на напоре НРВ-2 (К10.5.2)",,сработал,,,,ФГУ,замыкается при понижении
293,22,F0GHJ10AA801,Регулятор температуры в баке- газоотделителе Р-66,,Открыто,,,,"АР,ДУ",
294,23,F0GHJ10AA801,Регулятор температуры в баке- газоотделителе Р-66,,Закрыто,,,,"АР,ДУ",
295,24,F0GHJ20AA801,Регулятор температуры в баке- газоотделителе Р-66,,Автоматический выключатель отключен,,,,ПС,
296,25,F0GHJ20AA801,Регулятор уровня в баке- газоотделителе РТ-68,,Открыто,,,,"АР,ДУ",
297,26,F0GHJ20AA802,Регулятор уровня в баке- газоотделителе РТ-68,,Закрыто,,,,"АР,ДУ",
298,27,F0GHJ20AA802,Регулятор уровня в баке- газоотделителе РТ-68,,Автоматический выключатель отключен,,,,ПС,
299,28,F0CUB03GU001,Регулятор давления рабочей воды на эжектора РД-5,,Открыто,,,,"АР,ДУ",
300,29,F0CUB03GU001,Регулятор давления рабочей воды на эжектора РД-5,,Закрыто,,,,"АР,ДУ",
301,30,F0NDG11AA001,Регулятор давления рабочей воды на эжектора РД-5,,Автоматический выключатель отключен,,,,ПС,
302,31,F0NDG11AA001,Задвижка на линии аварийного слива РК.КА9,,,,,,ДУ,
303,32,F0NDG11AA001,Задвижка на линии аварийного слива РК.КА9,,,,,,ДУ,
304,33,F0NDG12AA001,Задвижка на линии аварийного слива РК.КА9,,,,,,ДУ,
305,34,F0NDG12AA001,Задвижка на линии аварийного слива РК.КА9,,,,,,ДУ,
306,35,F0NDG12AA001,Задвижка на линии аварийного слива РК.КА9,,,,,,ДУ,
309,38,F0NDG11AA002,Задвижка на линии аварийного слива РК.КА9,,,,,,ПС,
310,39,F0NDG12AA002,"Датчик ""сухого хода"" на напоре ППН- 1 (К6.1)",,сработал,,,,ФГУ,замыкается при понижении
311,40,F0NDG12AA002,"Датчик ""сухого хода"" на напоре ППН- 2 (К6.2)",,сработал,,,,ФГУ,замыкается при понижении
312,41,F0NDG12AA002,"Датчик ""сухого хода"" на напоре ППН- 3 (К6.3)",,сработал,,,,ФГУ,замыкается при понижении
313,42,F0NDG01AA001,Датчик реле протока через охладитель выпара,,,,,,АР,замыкается при понижении
314,43,F0NDG01AA001,pH сырой воды после ХВО,,,,,,,
315,44,F0NDG01AA001,pH сырой воды после ХВО,,,,,,,
316,45,F0NDG01AA002,Регулятор расхода сырой воды на охладитель выпара РД-2,,Не открыто,,,,"АР,ДУ",
317,46,F0NDG01AA002,Регулятор расхода сырой воды на охладитель выпара РД-2,,Не закрыто,,,,"АР,ДУ",
318,47,F0NDG01AA002,Регулятор расхода сырой воды на охладитель выпара РД-2,,превышение момента,,,,ДУ,
319,48,F0NDG02AA001,Регулятор расхода сырой воды на охладитель выпара РД-2,,Неисправность,,,,ДУ,
320,49,F0NDG02AA001,Регулятор расхода сырой воды на охладитель выпара РД-2,,Готовность,,,,ДУ,
321,50,F0NDG02AA001,Регулятор расхода сырой воды на охладитель выпара РД-2,,Автоматический выключатель отключен,,,,ПС,
322,51,F0NDG02AA002,Регулятор уровня в вакуумном деаэраторе РТ-63,,Открыто,,,,"АР,ДУ",
323,52,F0NDG02AA002,Регулятор уровня в вакуумном деаэраторе РТ-63,,Закрыто,,,,"АР,ДУ",
324,53,F0NDG02AA002,Регулятор уровня в вакуумном деаэраторе РТ-63,,Автоматический выключатель отключен,,,,ПС,
325,54,F0NDG03AA001,Регулятор температуры ХОВ на вакуумный деаэратор РТ-59,,Не открыто,,,,"АР,ДУ",
326,55,F0NDG03AA001,Регулятор температуры ХОВ на вакуумный деаэратор РТ-59,,Не закрыто,,,,"АР,ДУ",
327,56,F0NDG03AA001,Регулятор температуры ХОВ на вакуумный деаэратор РТ-59,,превышение момента,,,,ДУ,
328,57,F0NDG03AA002,Регулятор температуры ХОВ на вакуумный деаэратор РТ-59,,Неисправность,,,,ДУ,
329,58,F0NDG03AA002,Регулятор температуры ХОВ на вакуумный деаэратор РТ-59,,Готовность,,,,ДУ,
330,59,F0NDG03AA002,Регулятор температуры ХОВ на вакуумный деаэратор РТ-59,,Автоматический выключатель отключен,,,,ПС,
331,60,F0NDG04AA001,Затвор дисковый К-27 на входе насосной группы №1,,Не открыто,,,,ДУ,
332,61,F0NDG04AA001,Затвор дисковый К-27 на входе насосной группы №1,,Не закрыто,,,,ДУ,
333,62,F0NDG04AA001,Затвор дисковый К-27 на входе насосной группы №1,,превышение момента на открытие,,,,ДУ,
334,63,F0NDG04AA002,Затвор дисковый К-27 на входе насосной группы №1,,превышение момента на закрытие,,,,ДУ,
335,64,F0NDG04AA002,Затвор дисковый К-27 на входе насосной группы №1,,Дистанционный режим работы,,,,ДУ,
338,67,F0CUB04GU001,Затвор дисковый К-27 на входе насосной группы №1,,Автоматический выключатель отключен,,,,ПС,
339,68,F0NDG10AA002,Затвор дисковый К-26 на входе насосной группы №2,,Не открыто,,,,ДУ,
340,69,F0NDG10AA002,Затвор дисковый К-26 на входе насосной группы №2,,Не закрыто,,,,ДУ,
341,70,F0NDG10AA002,Затвор дисковый К-26 на входе насосной группы №2,,превышение момента на открытие,,,,ДУ,
342,71,F0NDG20AA801,Затвор дисковый К-26 на входе насосной группы №2,,превышение момента на закрытие,,,,ДУ,
343,72,F0NDG20AA801,Затвор дисковый К-26 на входе насосной группы №2,,Дистанционный режим работы,,,,ДУ,
346,75,F0NDG20AA803,Затвор дисковый К-26 на входе насосной группы №2,,Автоматический выключатель отключен,,,,ПС,
347,76,F0NDG20AA803,Затвор дисковый К-37 на выходе насосной группы №1,,Не открыто,,,,ДУ,
348,77,F0CUB05GU001,Затвор дисковый К-37 на выходе насосной группы №1,,Не закрыто,,,,ДУ,
349,78,F0CUB05GU001,Затвор дисковый К-37 на выходе насосной группы №1,,превышение момента на открытие,,,,ДУ,
350,79,F0NDF10AA002,Затвор дисковый К-37 на выходе насосной группы №1,,превышение момента на закрытие,,,,ДУ,
351,80,F0NDF10AA002,Затвор дисковый К-37 на выходе насосной группы №1,,Дистанционный режим работы,,,,ДУ,
354,83,F1NDG10AA001,Затвор дисковый К-37 на выходе насосной группы №1,,Автоматический выключатель отключен,,,,ПС,
355,84,F1NDG10AA001,Затвор дисковый К-36 на выходе насосной группы №2,,Не открыто,,,,ДУ,
356,85,F1NDG10AA801,Затвор дисковый К-36 на выходе насосной группы №2,,Не закрыто,,,,ДУ,
357,86,F1NDG10AA801,Затвор дисковый К-36 на выходе насосной группы №2,,превышение момента на открытие,,,,ДУ,
358,87,F1NDF10AA001,Затвор дисковый К-36 на выходе насосной группы №2,,превышение момента на закрытие,,,,ДУ,
359,88,F1NDF10AA001,Затвор дисковый К-36 на выходе насосной группы №2,,Дистанционный режим работы,,,,ДУ,
362,91,F2NDG10AA001,Затвор дисковый К-36 на выходе насосной группы №2,,Автоматический выключатель отключен,,,,ПС,
363,92,F2NDG10AA001,Затвор дисковый К-34 на всасе котлового насоса №1,,Не открыто,,,,ДУ,
364,93,F2NDG10AA801,Затвор дисковый К-34 на всасе котлового насоса №1,,Не закрыто,,,,ДУ,
365,94,F2NDG10AA801,Затвор дисковый К-34 на всасе котлового насоса №1,,превышение момента на открытие,,,,ДУ,
366,95,F2NDF10AA001,Затвор дисковый К-34 на всасе котлового насоса №1,,превышение момента на закрытие,,,,ДУ,
367,96,F2NDF10AA001,Затвор дисковый К-34 на всасе котлового насоса №1,,Дистанционный режим работы,,,,ДУ,
370,99,F3NDG10AA001,Затвор дисковый К-34 на всасе котлового насоса №1,,Автоматический выключатель отключен,,,,ПС,
371,100,F3NDG10AA001,Затвор дисковый К-35 на напоре котлового насоса №1,,Не открыто,,,,ДУ,
372,101,F3NDG10AA801,Затвор дисковый К-35 на напоре котлового насоса №1,,Не закрыто,,,,ДУ,
373,102,F3NDG10AA801,Затвор дисковый К-35 на напоре котлового насоса №1,,превышение момента на открытие,,,,ДУ,
374,103,F3NDF10AA001,Затвор дисковый К-35 на напоре котлового насоса №1,,превышение момента на закрытие,,,,ДУ,
375,104,F3NDF10AA001,Затвор дисковый К-35 на напоре котлового насоса №1,,Дистанционный режим работы,,,,ДУ,
378,107,F4NDG10AA001,Затвор дисковый К-35 на напоре котлового насоса №1,,Автоматический выключатель отключен,,,,ПС,
379,108,F4NDG10AA001,"Датчик ""сухого хода"" на напоре котлового насоса №1 (К4.1)",,,,,,ФГУ,замыкается при понижении
380,109,F4NDG10AA801,Затвор дисковый К-32 на всасе котлового насоса №2,,Не открыто,,,,ДУ,
381,110,F4NDG10AA801,Затвор дисковый К-32 на всасе котлового насоса №2,,Не закрыто,,,,ДУ,
382,111,F4NDF10AA001,Затвор дисковый К-32 на всасе котлового насоса №2,,превышение момента на открытие,,,,ДУ,
383,112,F4NDF10AA001,Затвор дисковый К-32 на всасе котлового насоса №2,,превышение момента на закрытие,,,,ДУ,
384,113,F4NDF10AA001,Затвор дисковый К-32 на всасе котлового насоса №2,,Дистанционный режим работы,,,,ДУ,
387,116,F5NDG10AA001,Затвор дисковый К-32 на всасе котлового насоса №2,,Автоматический выключатель отключен,,,,ПС,
388,117,F5NDG10AA801,Затвор дисковый К-33 на напоре котлового насоса №2,,Не открыто,,,,ДУ,
389,118,F5NDG10AA801,Затвор дисковый К-33 на напоре котлового насоса №2,,Не закрыто,,,,ДУ,
390,119,F5NDF10AA001,Затвор дисковый К-33 на напоре котлового насоса №2,,превышение момента на открытие,,,,ДУ,
391,120,F5NDF10AA001,Затвор дисковый К-33 на напоре котлового насоса №2,,превышение момента на закрытие,,,,ДУ,
392,121,F5NDF10AA001,Затвор дисковый К-33 на напоре котлового насоса №2,,Дистанционный режим работы,,,,ДУ,
395,124,F6NDG10AA001,Затвор дисковый К-33 на напоре котлового насоса №2,,Автоматический выключатель отключен,,,,ПС,
396,125,F6NDG10AA801,"Датчик ""сухого хода"" на напоре котлового насоса №2 (К4.2)",,,,,,ФГУ,замыкается при понижении
397,126,F6NDG10AA801,Затвор дисковый К-30 на всасе котлового насоса №3,,Не открыто,,,,ДУ,
398,127,F6NDF10AA001,Затвор дисковый К-30 на всасе котлового насоса №3,,Не закрыто,,,,ДУ,
399,128,F6NDF10AA001,Затвор дисковый К-30 на всасе котлового насоса №3,,превышение момента на открытие,,,,ДУ,
400,129,F6NDF10AA001,Затвор дисковый К-30 на всасе котлового насоса №3,,превышение момента на закрытие,,,,ДУ,
401,130,F7NDG10AA001,Затвор дисковый К-30 на всасе котлового насоса №3,,Дистанционный режим работы,,,,ДУ,
404,133,F7NDG10AA801,Затвор дисковый К-30 на всасе котлового насоса №3,,Автоматический выключатель отключен,,,,ПС,
405,134,F7NDG10AA801,Затвор дисковый К-31 на напоре котлового насоса №3,,Не открыто,,,,ДУ,
406,135,F7NDF10AA001,Затвор дисковый К-31 на напоре котлового насоса №3,,Не закрыто,,,,ДУ,
407,136,F7NDF10AA001,Затвор дисковый К-31 на напоре котлового насоса №3,,превышение момента на открытие,,,,ДУ,
408,137,F7NDF10AA001,Затвор дисковый К-31 на напоре котлового насоса №3,,превышение момента на закрытие,,,,ДУ,
409,138,F8NDG10AA001,Затвор дисковый К-31 на напоре котлового насоса №3,,Дистанционный режим работы,,,,ДУ,
412,141,F8NDG10AA801,Затвор дисковый К-31 на напоре котлового насоса №3,,Автоматический выключатель отключен,,,,ПС,
413,142,F8NDG10AA801,"Датчик ""сухого хода"" на напоре котлового насоса №3 (К4.3)",,,,,,ФГУ,замыкается при понижении
414,143,F8NDF10AA001,Затвор дисковый К-28 на всасе котлового насоса №4,,Не открыто,,,,ДУ,
415,144,F8NDF10AA001,Затвор дисковый К-28 на всасе котлового насоса №4,,Не закрыто,,,,ДУ,
416,145,F8NDF10AA001,Затвор дисковый К-28 на всасе котлового насоса №4,,превышение момента на открытие,,,,ДУ,
417,146,F0NDG24AA801,Затвор дисковый К-28 на всасе котлового насоса №4,,превышение момента на закрытие,,,,ДУ,
418,147,F0NDG24AA801,Затвор дисковый К-28 на всасе котлового насоса №4,,Дистанционный режим работы,,,,ДУ,
421,150,F0GCN01AA001,Затвор дисковый К-28 на всасе котлового насоса №4,,Автоматический выключатель отключен,,,,ПС,
422,151,F0NDF24AA801,Затвор дисковый К-29 на напоре котлового насоса №4,,Не открыто,,,,ДУ,
423,152,F0NDF24AA801,Затвор дисковый К-29 на напоре котлового насоса №4,,Не закрыто,,,,ДУ,
424,153,F0NDF24AA802,Затвор дисковый К-29 на напоре котлового насоса №4,,превышение момента на открытие,,,,ДУ,
425,154,F0NDF24AA802,Затвор дисковый К-29 на напоре котлового насоса №4,,превышение момента на закрытие,,,,ДУ,
426,155,F0NDF24AA803,Затвор дисковый К-29 на напоре котлового насоса №4,,Дистанционный режим работы,,,,ДУ,
429,158,F0SAH21AA001,Затвор дисковый К-29 на напоре котлового насоса №4,,Автоматический выключатель отключен,,,,ПС,
430,159,F0NDG04CP151,"Датчик ""сухого хода"" на напоре котлового насоса №4 (К4.4)",,,,,,ФГУ,замыкается при понижении
431,160,F0GBK11CP151,"Датчик ""сухого хода"" на напоре ППНК- 1 (К23.1)",,сработал,,,,ФГУ,замыкается при понижении
432,161,F0GBK12CP151,"Датчик ""сухого хода"" на напоре ППНК- 2 (К23.2)",,сработал,,,,ФГУ,замыкается при понижении
433,162,F0NDG10AA002,Затвор дисковый секционирующий К- 1С на коллекторе обратной котловой воды,,Не открыто,,,,ДУ,
434,163,F0NDG10AA002,Затвор дисковый секционирующий К- 1С на коллекторе обратной котловой воды,,Не закрыто,,,,ДУ,
435,164,F0NDG10AA002,Затвор дисковый секционирующий К- 1С на коллекторе обратной котловой воды,,превышение момента на открытие,,,,ДУ,
436,165,F0NDG10AA002,Затвор дисковый секционирующий К- 1С на коллекторе обратной котловой воды,,превышение момента на закрытие,,,,ДУ,
437,166,F0NDG10AA002,Затвор дисковый секционирующий К- 1С на коллекторе обратной котловой воды,,Дистанционный режим работы,,,,ДУ,
440,169,F0NDG10AA002,Затвор дисковый секционирующий К- 1С на коллекторе обратной котловой воды,,Автоматический выключатель отключен,,,,ПС,
441,170,F0GBK10CQ003,Содержание кислорода в подпиточной воде котлового контура после БВД-10,,содержание кислорода меньше уставки,,,,,
442,171,F0GBK10CQ003,Содержание кислорода в подпиточной воде котлового контура после БВД-10,,содержание кислорода больше уставки,,,,,
443,172,F0NDG20CQ003,Содержание кислорода в обратной котловой воде после подпитки,,,,,,,
444,173,F0NDG20CQ003,Содержание кислорода в обратной котловой воде после подпитки,,,,,,,
445,174,F0NDG20AA801,Регулятор температуры обратной котловой воды Ду200 РТ-об1,,Не открыто,,,,ДУ,
446,175,F0NDG20AA801,Регулятор температуры обратной котловой воды Ду200 РТ-об1,,Не закрыто,,,,ДУ,
447,176,F0NDG20AA801,Регулятор температуры обратной котловой воды Ду200 РТ-об1,,превышение момента,,,,ДУ,
448,177,F0NDG20AA801,Регулятор температуры обратной котловой воды Ду200 РТ-об1,,Неисправность,,,,ДУ,
449,178,F0NDG20AA801,Регулятор температуры обратной котловой воды Ду200 РТ-об1,,Готовность,,,,ДУ,
450,179,F0NDG20AA801,Регулятор температуры обратной котловой воды Ду200 РТ-об1,,Автоматический выключатель отключен,,,,ПС,
451,180,F0NDG20AA802,Регулятор температуры обратной котловой воды Ду400 РТ-об2,,Не открыто,,,,ДУ,
452,181,F0NDG20AA802,Регулятор температуры обратной котловой воды Ду400 РТ-об2,,Не закрыто,,,,ДУ,
453,182,F0NDG20AA802,Регулятор температуры обратной котловой воды Ду400 РТ-об2,,превышение момента,,,,ДУ,
454,183,F0NDG20AA802,Регулятор температуры обратной котловой воды Ду400 РТ-об2,,Неисправность,,,,ДУ,
455,184,F0NDG20AA802,Регулятор температуры обратной котловой воды Ду400 РТ-об2,,Готовность,,,,ДУ,
456,185,F0NDG20AA802,Регулятор температуры обратной котловой воды Ду400 РТ-об2,,Автоматический выключатель отключен,,,,ПС,
457,186,F0NDG20AA803,Регулятор давления обратной котловой воды РД-К,,Открыто,,,,"АР,ДУ",
458,187,F0NDG20AA803,Регулятор давления обратной котловой воды РД-К,,Закрыто,,,,"АР,ДУ",
459,188,F0NDG20AA803,Регулятор давления обратной котловой воды РД-К,,Автоматический выключатель отключен,,,,ПС,
460,189,F0NDF10AA002,Затвор дисковый секционирующий К- 2С на коллекторе прямой котловой воды,,Не открыто,,,,ДУ,
461,190,F0NDF10AA002,Затвор дисковый секционирующий К- 2С на коллекторе прямой котловой воды,,Не закрыто,,,,ДУ,
462,191,F0NDF10AA002,Затвор дисковый секционирующий К- 2С на коллекторе прямой котловой воды,,превышение момента на открытие,,,,ДУ,
463,192,F0NDF10AA002,Затвор дисковый секционирующий К- 2С на коллекторе прямой котловой воды,,превышение момента на закрытие,,,,ДУ,
464,193,F0NDF10AA002,Затвор дисковый секционирующий К- 2С на коллекторе прямой котловой воды,,Дистанционный режим работы,,,,ДУ,
467,196,F0NDF10AA002,Затвор дисковый секционирующий К- 2С на коллекторе прямой котловой воды,,Автоматический выключатель отключен,,,,ПС,
468,197,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,Не открыто,,,,ДУ,
469,198,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,Не закрыто,,,,ДУ,
470,199,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,превышение момента на открытие,,,,ДУ,
471,200,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,превышение момента на закрытие,,,,ДУ,
472,201,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,Дистанционный режим работы,,,,ДУ,
475,204,F1NDG10AA001,Затвор дисковый К-1 на входе котловой воды в ВК-1,,Автоматический выключатель отключен,,,,ПС,
476,205,F1NDG10AA801,Затвор дисковый РК. КА1 регулятор расхода воды через ВК-1,,Не открыто,,,,ДУ,
477,206,F1NDG10AA801,Затвор дисковый РК. КА1 регулятор расхода воды через ВК-1,,Не закрыто,,,,ДУ,
478,207,F1NDG10AA801,Затвор дисковый РК. КА1 регулятор расхода воды через ВК-1,,превышение момента,,,,ДУ,
479,208,F1NDG10AA801,Затвор дисковый РК. КА1 регулятор расхода воды через ВК-1,,Неисправность,,,,ДУ,
480,209,F1NDG10AA801,Затвор дисковый РК. КА1 регулятор расхода воды через ВК-1,,Готовность,,,,ДУ,
481,210,F1NDG10AA801,Затвор дисковый РК. КА1 регулятор расхода воды через ВК-1,,Автоматический выключатель отключен,,,,ПС,
482,211,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,Не открыто,,,,ДУ,
483,212,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,Не закрыто,,,,ДУ,
484,213,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,превышение момента на открытие,,,,ДУ,
485,214,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,превышение момента на закрытие,,,,ДУ,
486,215,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,Дистанционный режим работы,,,,ДУ,
489,218,F1NDF10AA001,Затвор дисковый К-2 на выходе котловой воды из ВК-1,,Автоматический выключатель отключен,,,,ПС,
490,219,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,Не открыто,,,,ДУ,
491,220,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,Не закрыто,,,,ДУ,
492,221,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,превышение момента на открытие,,,,ДУ,
493,222,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,превышение момента на закрытие,,,,ДУ,
494,223,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,Дистанционный режим работы,,,,ДУ,
497,226,F2NDG10AA001,Затвор дисковый К-3 на входе котловой воды в ВК-2,,Автоматический выключатель отключен,,,,ПС,
498,227,F2NDG10AA801,Затвор дисковый РК. КА2 регулятор расхода воды через ВК-2,,Не открыто,,,,ДУ,
499,228,F2NDG10AA801,Затвор дисковый РК. КА2 регулятор расхода воды через ВК-2,,Не закрыто,,,,ДУ,
500,229,F2NDG10AA801,Затвор дисковый РК. КА2 регулятор расхода воды через ВК-2,,превышение момента,,,,ДУ,
501,230,F2NDG10AA801,Затвор дисковый РК. КА2 регулятор расхода воды через ВК-2,,Неисправность,,,,ДУ,
502,231,F2NDG10AA801,Затвор дисковый РК. КА2 регулятор расхода воды через ВК-2,,Готовность,,,,ДУ,
503,232,F2NDG10AA801,Затвор дисковый РК. КА2 регулятор расхода воды через ВК-2,,Автоматический выключатель отключен,,,,ПС,
504,233,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,Не открыто,,,,ДУ,
505,234,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,Не закрыто,,,,ДУ,
506,235,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,превышение момента на открытие,,,,ДУ,
507,236,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,превышение момента на закрытие,,,,ДУ,
508,237,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,Дистанционный режим работы,,,,ДУ,
511,240,F2NDF10AA001,Затвор дисковый К-4 на выходе котловой воды из ВК-2,,Автоматический выключатель отключен,,,,ПС,
512,241,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,Не открыто,,,,ДУ,
513,242,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,Не закрыто,,,,ДУ,
514,243,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,превышение момента на открытие,,,,ДУ,
515,244,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,превышение момента на закрытие,,,,ДУ,
516,245,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,Дистанционный режим работы,,,,ДУ,
519,248,F3NDG10AA001,Затвор дисковый К-5 на входе котловой воды в ВК-3,,Автоматический выключатель отключен,,,,ПС,
520,249,F3NDG10AA801,Затвор дисковый РК. КА3 регулятор расхода воды через ВК-3,,Не открыто,,,,ДУ,
521,250,F3NDG10AA801,Затвор дисковый РК. КА3 регулятор расхода воды через ВК-3,,Не закрыто,,,,ДУ,
522,251,F3NDG10AA801,Затвор дисковый РК. КА3 регулятор расхода воды через ВК-3,,превышение момента,,,,ДУ,
523,252,F3NDG10AA801,Затвор дисковый РК. КА3 регулятор расхода воды через ВК-3,,Неисправность,,,,ДУ,
524,253,F3NDG10AA801,Затвор дисковый РК. КА3 регулятор расхода воды через ВК-3,,Готовность,,,,ДУ,
525,254,F3NDG10AA801,Затвор дисковый РК. КА3 регулятор расхода воды через ВК-3,,Автоматический выключатель отключен,,,,ПС,
526,255,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,Не открыто,,,,ДУ,
527,256,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,Не закрыто,,,,ДУ,
528,257,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,превышение момента на открытие,,,,ДУ,
529,258,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,превышение момента на закрытие,,,,ДУ,
530,259,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,Дистанционный режим работы,,,,ДУ,
533,262,F3NDF10AA001,Затвор дисковый К-6 на выходе котловой воды из ВК-3,,Автоматический выключатель отключен,,,,ПС,
534,263,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,Не открыто,,,,ДУ,
535,264,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,Не закрыто,,,,ДУ,
536,265,F4NDG10AA001,Затвор дисковый К-7 на входе котловой воды в ВК-4,,превышение момента на открытие,,,,ДУ,
